,company_link,company_name,job_link,job_location,job_summary,job_title
625,http://www.indeed.com/cmp/Walmart-Ecommerce,Walmart eCommerce,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ASqHCEO9GpEUGjkXl8JxXxJB8G4bxm4-V1wqiPq6GTVg0dexUg4LUC1Xvy-Hj3JfvgW6Kn5vqROfEP7DBmdabnwGqVZXSr7gqBOaZltwR5TlPJtKzwqE1-IO0CXhoGzDGP3SoNTUll1xhn7NJxNuAufth2GLeq7AnhuXT29zyFWlJ0ENAst0mqiyHf5_gy7vrW60bEptJBO8-zKkQpTu77dulrEG8QPrW2bx62oTMEubrCJs9Z9uQLy_doO8lpCmahZsUortrC4v60czqPPxBd-4W1W8keCUtWZWMfkpoPtsPlzAQ4O8NEJrY1OXweE0mDVEgQ0V4Nr_Y3fsqojS52qqXAgdvUPAREbFwNwxA7nsB126kQKu1m04kVfNvNEOAgsg4RBOcJl-nZWL1F8f7V&p=3&sk=&fvj=0,"San Bruno, CA 94066","We employ big data at scale -- from machine learning, data mining and optimization algorithms, to modeling and analyzing massive flows of data from online,...",Data Scientist
626,,xometry,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CD0OELDEqnL1IQCqVn7JgUoxXlX_sWZXJ9O4WRWF7QAoM98PEH3ZJjA_WW0BamLBAM1zBjSphw4wS8yZn8FeByfwrjaqRE1p03_y-n2hTd1cR7d8JCY89AwLjLYNasrvIUbF3jJ-ua3Hg4tvrwPdEEHJ__OJGys8BbzpOPytihrVyOxzrAB9zwngL23jPsQVkwHdXnQJQM-zDoaz2Fd8El46KbikVMVZ-g-92J7JflJq9sQC9YM4SPca5h5mEvuaDGJsm7w67JXnEF0gpLNTJkVDoBkR3OSJLoyAY0bSTp-wHAICNKVk6mGbM9rgdOw7bqqzqx5A4JVsFMedkymW74p6aCQtQ2vLNGL6M6fAH3dAnK_qxoN_Y-P3ZNiCo-ZrRT-Fd2EuWlK2cGOYsYbHJtM5y-gsyLFE4=&p=4&sk=&fvj=0,"Durham, NC","Xometry is seeking a data scientist to build the proprietary software that powers our analysis engine. Knowledge of machine learning, optimization, and fitting...",Data Scientist
627,http://www.indeed.com/cmp/Apple,Apple,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ALQmW7bRT3ZHKtaJjNXoPCk-0cM-l34xOFPWKqIvS2lWSq05NV_kkvGRlQcNMmayG_IF0sJM754ko_fNdaAu4z8ZTtrZ1NKD-tCAelz2kg6rHF6SKruD7fmyblbL-ByvZUQcBz8vJ2i0L25_5NbIJOPdLT9VsS6t5JU7uBGNOxCp3LrJu46GD_8Gmornzde-mv3LCBy6jERUZMa5io1hgMO_7v0DckeeUslk5ixK4cQTZmy0LwqExuWKW15-thL1Rt5HwDkNrVTouqPXTIx3wjc7jY64SpaImLqEF6UnB5CqXcLxOy6aM8lPKRLYDRiHwIt-yA2qvNzqooqXNsDLEL22SrU94_Z5xTZ-dqQcQfHNpva-wynCB-ts-2PPEEH7rRlSpVNRuFkZtLvgC0ohSICXjZfj6_aF_UuL6vcTSnRCEUiVTiYlc3RcgfbH89KHXUcVYcql6Tqwu7bk-bcLFpudY37HacOObzOIbTjbjMl3zvTyQVNJ7blpDVUhk6rYqbuWqHgdMsqV0Mn2UNZWNhqxp__hly533WkY4BSeQNd6mMFtQol0eI&p=5&sk=&fvj=0,"Santa Clara Valley, CA","Graduate degree required in Business (with quantitative emphasis), Statistics, Data Mining, Machine Learning, Analytics, Econometrics, Mathematics, Operations...",Sr. Data Scientist for Product Marketing - Customer Analytics Engineering
628,,xometry,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CD0OELDEqnL1IQCqVn7JgUoxXlX_sWZXJ9O4WRWF7QAoM98PEH3ZJjA_WW0BamLBAM1zBjSphw4wS8yZn8FeByfwrjaqRE1p03_y-n2hTd1cR7d8JCY89AwLjLYNasrvIUbF3jJ-ua3Hg4tvrwPdEEHJ__OJGys8AHvp_f4gQANo1Uv-w3kZAWY9v6VYrHw7aHNRTVWQR8AZD02b88V7d9S_Aw5lRC63TtzsOrX7M9PrAClrG1DrQFtW9lt5qOPtIsf--2m9UUHGZFLw32kgzO6SUdUu61Pt58-g79nrhwyCIWpX7hG_XNOFbzhN8Q5HZTPy54mbm6qIp2vW1EIF4eZzRR9DsORFqJqdjPXjt4Dvtlz9oqO46thezSc3l3PzXdZnp0Tbl2L0zRvtGUpBJh7QmJJW5bP7Y=&p=1&sk=&fvj=0,"Durham, NC","Xometry is seeking a data scientist to build the proprietary software that powers our analysis engine. Knowledge of machine learning, optimization, and fitting...",Data Scientist
629,http://www.indeed.com/cmp/Apple,Apple,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ALQmW7bRT3ZHKtaJjNXoPCk-0cM-l34xOFPWKqIvS2lWSq05NV_kkvGRlQcNMmayG_IF0sJM754ko_fNdaAu4z8ZTtrZ1NKD-tCAelz2kg6rHF6SKruD7fmyblbL-ByvZUQcBz8vJ2i5GlMXUQRRiC2UjRg3yCSBVxc0oZeipYzoPh2RDuCiGhfTCZmiFJvSgTIo479SmytRx94PdAFg_sz3ffhwadPa4_pC2dKI7-gU1AmpjzuCAiDqNQ-rjcxwJjAJpLsQDJEsB-zvRxbKxEKq0FLWydZLTItI2_AiVPoWZuiWNvEZnGxBSgjhWJO1Si7rwU_31_CNGXc9KxltGQmkA8d008YmK4O7AlzNbSDd0oIiYGTPk769SXb0euDGL_IdiXQBcEPM-gCjhDDtKuPsb2QGmwUmNKUcdImY1SjHNmLIOpjUx4qFfYCFOLb5cvehH_Jnf0RX4ssDbQ8tsYROF2aSGGzjXDqpGfv4Ut15GTVRriL3yk6xfpMvWzqbtdhOAdwcddXqlaKhjsetWtgnlMR7aGQFv4rQG20sQ9gjTuD6-zG3h7&p=2&sk=&fvj=0,"Santa Clara Valley, CA","Graduate degree required in Business (with quantitative emphasis), Statistics, Data Mining, Machine Learning, Analytics, Econometrics, Mathematics, Operations...",Sr. Data Scientist for Product Marketing - Customer Analytics Engineering
630,http://www.indeed.com/cmp/Walmart-Ecommerce,Walmart eCommerce,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ASqHCEO9GpEUGjkXl8JxXxJB8G4bxm4-V1wqiPq6GTVg0dexUg4LUC1Xvy-Hj3JfvgW6Kn5vqROfEP7DBmdabnwGqVZXSr7gqBOaZltwR5TlPJtKzwqE1-IO0CXhoGzDGP3SoNTUll1xhn7NJxNuAuDZ_J7FWVcIKyjcBNR4pB8Hi-0PYZ-HqkL8pat7cD4XOGUYEHnfccdEcF6cchGjooz12-iyjGt7AQpuKBEK43C4Wga9J2Enmhpl3Cbp24q4PDce4Y9cgisX1Q5hh9ktrLao1yBNImtINxzHzdoYqDScHZb7bzlUI1BB-Sliu9CX4EorSsHsITGoQah52YGDCR3aF9Dg7r_DOpfiuSAQC9cTLAlZk9T0No9YVxtaZkF7Dq7W5oZ-35_HHimm-2ITO6&p=3&sk=&fvj=0,"San Bruno, CA 94066","We employ big data at scale -- from machine learning, data mining and optimization algorithms, to modeling and analyzing massive flows of data from online,...",Data Scientist
631,,stratacuity,http://www.indeed.com/rc/clk?jk=d5639d3bf647a1c9&fccid=f8373375a0d329d9,"Boston, MA",Our Cambridge based client has one of the sharpest labs in town and a down to earth team of seasoned scientists who are collectively taking a novel approach to...,"Research Associate, Cancer Pharmacology, 7724"
632,http://www.indeed.com/cmp/Quest-Diagnostics,Quest Diagnostics,http://www.indeed.com/rc/clk?jk=ed9b3c9fb3e2e213&fccid=d92b4bd583ab3ea9,"Tucker, GA","""Empowering Better Health with Diagnostic Insights."". Follow all written procedures in departmental SOP, prepare and verify performance of all new reagents,...","Scientist, Forensic (Nights) in Tucker, GA"
633,http://www.indeed.com/cmp/Oracle,Oracle,http://www.indeed.com/rc/clk?jk=189445fd66595140&fccid=cd22d01053af7669,"Las Vegas, NV","Ability to work with scientific researchers, data scientists. Build the applications that will be used daily by research scientists, clinical....",Database Administrator 4-IT
634,http://www.indeed.com/cmp/Lawrence-Livermore-National-Laboratory,Lawrence Livermore National Laboratory,http://www.indeed.com/rc/clk?jk=b11c8495c89f358e&fccid=26727f1861532c63,"Livermore, CA 94550","LLNL's mission is strengthening national security by developing and applying cutting-edge science, technology, and engineering that respond with vision, quality...",Global Security Systems Analyst
635,http://www.indeed.com/cmp/Pfizer-Inc.,Pfizer Inc.,http://www.indeed.com/company/Pfizer-Inc./jobs/Senior-Scientist-Cryo-Em-e0618d55b5eafa05?fccid=5e118f74384e090a,"Groton, CT 06340",Passionate about using structural data to influence key scientific decisions. Equally important will be your ability to collaborate successfully with other...,Senior Scientist – Cryo-EM
636,http://www.indeed.com/cmp/Walmart-Ecommerce,Walmart eCommerce,http://www.indeed.com/rc/clk?jk=02b04e6f4a4139bc&fccid=8c49e99f20f89e48,"Sunnyvale, CA","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...",Site Reliability Engineer
637,http://www.indeed.com/cmp/Virginia-Tech,Virginia Tech,http://www.indeed.com/rc/clk?jk=b49b260ca939f982&fccid=838875e9df57e8c2,"Blacksburg, VA",Collaborate with data scientists to develop data-driven interactive visualization features. Professional experience in building web applications or products...,Full Stack Web Application Developer
638,http://www.indeed.com/cmp/GE-Corporate,General Electric,http://www.indeed.com/rc/clk?jk=a548b6f50e028d6b&fccid=c5c99ec01e2125aa,"Fort Worth, TX 76177","Architects, Data Scientists, Businesses & Product Managers. Data Solutions Scientist. Lead Data Solutions Scientist....",Software Engineer
639,http://www.indeed.com/cmp/Cedars--sinai,Cedars-Sinai,http://www.indeed.com/rc/clk?jk=278994e7ee025fd5&fccid=22d99361dca0507f,"Los Angeles, CA",The Postdoctoral Scientist will work in close cooperation and in consultation and mentorship of the the Principal Investigator (Moshe Arditi) and other Research...,Postdoctoral Scientist
640,http://www.indeed.com/cmp/Sciex,SCIEX,http://www.indeed.com/rc/clk?jk=6de7ae0d62c7e3e6&fccid=330c28c156c5fb55,"Charlotte, NC",SCIEX helps to improve the world we live in by enabling scientists and laboratory analysts to find answers to the complex analytical challenges they face....,Senior Field Service Engineer
641,,"Syntelli Solutions, Inc",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dqrr-Rjg2XLksGNbp1zr5zrpCZUmaYUPA5zQ_vrCj_X6a_99tNJpNpXW6b2-NnzR-s72LGlIrkkvWFRwr2frmiwkGfTVc8Qgg6uKo4D4z8Hcb6niEHqdp_J0Q9g6aYSoYTmug_FVffV-BytzsyRywayo_HFBk1Afa14lwbhRRA1eivgnmqFbuhb0FcOokmoTePHdwQZFhQ8UkcbHz18aw8wy5-RRvaWSM1bZ3AxF0KznNZxLgYBaUsXqZwOY_qXjxVvEMxj_tYBrNIAQrfJJwBQWpt62Qg16iBfqqG6e2T5JGkkVww7fQMoAfSErsxELOZvStFg_6zk89GJBWFZbDehyFt1Y6wgKakbLXp1Dyw2Q1ad4pOFlgEbRA-TdZh5LFQw6-H9R9ON9QG1_vZAvMpjkcWL56-tGkDnqiLQoQ2yg==&p=4&sk=&fvj=1,"Charlotte, NC 28277",Senior/Lead Data Scientist:. 2+ years as Senior/Lead Data Scientist. Lead role in our very fast growing Data Science team from marketing analytics perspective....,Data Scientist
642,http://www.indeed.com/cmp/Norwich-Pharma-Services,Norwich Pharma Services,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bc1Uk6hk32V41oqfeZq78_6tSs421HMn5AfGl_R7HVJYx5_mvEZHYSwV6R84cM01sHX14l_lkSrmDcdrSt6PQGgqYxi8BvCeTVPJXXjtJfF-8i0WPoNypjIpObRDai1qUHUev2qaSPh88U56RydkuSb6Bjuo4oLRjogMDk9akxC4a1A5b649q7_HCJ87X246SoqPB2ivPUnX-PnskUlclYkq-ziPlk4hJ3GNG-xm1ucEb7-1zwtZTXAdSGfdOfuKIJY0sRS3oou5gIbaNW2LHPeP603AyAYaVSw6c0Xs6gCmDT5XBFQ6IBR59Dwy4CpsidbWhtYJWHYs7mha3A45MjvaDKbzwTSt7SAEo4NDzyROcEXtGiMA9LouZDbH7XO58_9cQhwNYvkEskhdTZOwCW7cVvFWIfLX8DOF6WONLsY7_Xdg842pZCgFaJqHYCLbNxN75DSiGEXhTs8xSWpq_CdMi1a0x9Vei0VR9f38ZBeQwtt75wFQwq&p=5&sk=&fvj=0,"Norwich, NY","Responsible for technical and scientific integrity of work performed by personnel. Strong organizational skills, ability to manage and complete assigned....",Sr Research Associate
643,,xometry,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CD0OELDEqnL1IQCqVn7JgUoxXlX_sWZXJ9O4WRWF7QAoM98PEH3ZJjA_WW0BamLBAM1zBjSphw4wS8yZn8FeByfwrjaqRE1p03_y-n2hTd1cR7d8JCY89AwLjLYNasrvIUbF3jJ-ua3Hg4tvrwPdEEHJ__OJGys8A-iti7zH_wFSPj7GLp_roUYt0KWHMS7ghWezJS-vUyZEf4zShTXtu2UTVAxOWoaV1le78oorq9xs86PnhmgCr-ioE0f_cMnF1SCZJTM60eow0Ml5ajemxf2sMT9SC0GlLgVL1KtdzE5l5IHNaijlQ3iUZW5nylFE4gOgHhQNyt29pC_vyndDvsfcR5t7O2ZTzAkhhp0dHuGZiN-xc0hAkyp5EOZyvhrmK2a3Ctx9tDx04Nh1OozFg5VevXmGjxruM=&p=1&sk=&fvj=0,"Durham, NC","Xometry is seeking a data scientist to build the proprietary software that powers our analysis engine. Knowledge of machine learning, optimization, and fitting...",Data Scientist
644,http://www.indeed.com/cmp/Walmart-Ecommerce,Walmart eCommerce,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ASqHCEO9GpEUGjkXl8JxXxJB8G4bxm4-V1wqiPq6GTVg0dexUg4LUC1Xvy-Hj3JfvgW6Kn5vqROfEP7DBmdabnwGqVZXSr7gqBOaZltwR5TlPJtKzwqE1-IO0CXhoGzDGP3SoNTUll1xhn7NJxNuAu0tSYB8ezGpGgWsWkctwLW5V7ZsN4RfRPKdPwYKETPIAZfXHS0sCMELRaFQjtBT8TyyC41ybFEqFmhuQwLkvcKg6_QSJWlms3PoLlSBVMYsOXTIox1dYH3qRSiCOIClFFGW1hod3z4GDqWwMBoNtuBw_Dq9yqEdNKdW_vqdqvfdnuh2elbtUqOuDJbsa5DFsn40qgxobU9mapLYCN_rnYAmibsDHQgMH58N1uMXsLBbUN6fFPdtdamjm-8tJjAuqb&p=2&sk=&fvj=0,"San Bruno, CA 94066","We employ big data at scale -- from machine learning, data mining and optimization algorithms, to modeling and analyzing massive flows of data from online,...",Data Scientist
645,,"Syntelli Solutions, Inc",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dqrr-Rjg2XLksGNbp1zr5zrpCZUmaYUPA5zQ_vrCj_X6a_99tNJpNpXW6b2-NnzR-s72LGlIrkkvWFRwr2frmiwkGfTVc8Qgg6uKo4D4z8Hcb6niEHqdp_J0Q9g6aYSoYTmug_FVffV-BytzsyRywayo_HFBk1Afb6Ou_kJcjwq5UggEesah4gjACzffFr0LhEOEqfK2wEnwyOBGLbAbwlsxhrlLqPzhgn6kAgLDtSDfpNE38SQLFIL5npdHwxeUp5d5M_42hf_ow_k7zWWE5rwFElskrOe_T2Otb8ASKlflzQK561-65yNlFAAc62-MREXhtT0HHJbCnco5Ds_s5aBpzF60oE3IWftvkvxve9s4CEEiHStKSDmZipEBZYWl6-MNpKx8Oy553bVmGUKrfmYZcb2OoNIS471TSmHxurUw==&p=3&sk=&fvj=1,"Charlotte, NC 28277",Senior/Lead Data Scientist:. 2+ years as Senior/Lead Data Scientist. Lead role in our very fast growing Data Science team from marketing analytics perspective....,Data Scientist
646,http://www.indeed.com/cmp/Schneider-Electric,Schneider Electric,http://www.indeed.com/rc/clk?jk=5915916a19824c23&fccid=8dc4399ddb463d4a,"Burnsville, MN","You will engage with business partners and facilitate collaboration among product management, designers, data scientists, content specialists, and product...",Product Manager – Agronomy Specialist
647,http://www.indeed.com/cmp/GE-Corporate,General Electric,http://www.indeed.com/rc/clk?jk=9ab8e519bd8a37a6&fccid=c5c99ec01e2125aa,"Fort Worth, TX 76177","Architects, Data Scientists, Businesses & Product Managers. Data Solutions Scientist. Lead Data Solutions Scientist....",Staff Software Engineer
648,http://www.indeed.com/cmp/Aetna,Aetna,http://www.indeed.com/rc/clk?jk=57ac5b956be644eb&fccid=7077d7e88049c02a,"Hartford, CT 06156",Manage security compliant user management framework for multi-tenant big data platform. Work closely with Management and Data Scientist teams to refine the big...,Hadoop Middleware Engineer
649,http://www.indeed.com/cmp/Ball-Aerospace,Ball Aerospace,http://www.indeed.com/rc/clk?jk=bc118b9b059c3c1f&fccid=82c5e27e77990fa2,"Westminster, CO","Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",Technician II-Equipment Maintenance (660523)
650,http://www.indeed.com/cmp/The-University-of-Chicago,University of Chicago,http://www.indeed.com/rc/clk?jk=a3e7811e940a3e4b&fccid=5cb727313a823dd6,"Chicago, IL",Review data within divisional systems utilized for clinical research to ensure harmonization with a specific emphasis on EPIC and clinical trial management...,Amendment Manager
651,,HemoGenyx LLC,http://www.indeed.com/company/HemoGenyx-LLC/jobs/Post-Doctoral-Research-Scientist-1307b53b4fbaae59?fccid=e6d5cd36e0b34a84,"Brooklyn, NY 11226","Analyse, interpret, and present scientific data, draft technical reports, prepare publications and present results at internal and external meetings, including...",Post Doctoral Research Scientist / Scientist Hematopoiesis Immunology
652,http://www.indeed.com/cmp/Methodist-Texsan-Hospital,Methodist Texsan Hospital,http://www.indeed.com/rc/clk?jk=70da68a27fb750ee&fccid=950dd35acefdc72c,"San Antonio, TX 78201 (Jefferson-Monticello Park area)",The Clinical Laboratory Scientist II communicates any relevant QC information to supervisor/lead tech. The Clinical Laboratory Scientist II gains skills quickly...,ASCP Certified Medical Technologist - FT - Nights
653,http://www.indeed.com/cmp/Coupang,Coupang,http://www.indeed.com/rc/clk?jk=3d507352504c4f82&fccid=56e12959d04ef145,"Seattle, WA","We enable this via our innovative mobile application, optimized delivery network, as well as leveraging a highly scalable platform and best in class data...",Sr. Technical Recruiter
654,http://www.indeed.com/cmp/State-of-Vermont,State of Vermont,http://www.indeed.com/rc/clk?jk=c292c10b53e224b3&fccid=d0755b5840d97b06,"Montpelier, VT","Work may be performed in a variety of regulatory, non-regulatory, scientific, and engineering programs. Work is performed under the direct supervision of a...",Environmental Technician I
655,http://www.indeed.com/cmp/Bloomberg,Bloomberg,http://www.indeed.com/rc/clk?jk=2963d92e55ab3349&fccid=f770da67b3b51c62,"Princeton, NJ","Join our team on the Princeton, NJ campus and together we’ll build Web products that will be used by the world's biggest financial firms and data scientists....",Senior Web Developer - Data Technologies
656,http://www.indeed.com/cmp/Apple,Apple,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ALQmW7bRT3ZHKtaJjNXoPCk-0cM-l34xOFPWKqIvS2lWSq05NV_kkvGRlQcNMmayG_IF0sJM754ko_fNdaAu4z8ZTtrZ1NKD-tCAelz2kg6rHF6SKruD7fmyblbL-ByvZUQcBz8vJ2iz-jX049IQvMnA1XU9oP97TzYIJ7P0mXKHAQEOtpa1_SkbZcAUpe9lmOYNpjZP7_Zwx7Nlc56Hz0WgrxMRFzV429EvPOFaP8yoQtLYeRWrk0ODKUyKIYPSMP-8H7D94uz9oDllYbVhXRoZnq0q_S2vkYAkZGWL8HLISqw3T1tgdp1ln5c3NBpDYHZG8KWtT11YS4sa3SphThzPPixvBI2gBNADx4Z0235MxFgu64fbxYMclAc4hjtn-H0-jIQ_WZocoCN4nSS5R4BhLhf0X9tc9G4GKB0u1gAHACT5ZClcTPDf1tVFw84YQm6BQsx-WE1zy3PiVhLRP0kBXWCJa_hM1t5_zni0RbfPHM8W1YGZuz56TxBc1fWKmz_yAZIeFsLHlg8bboK1hYoPPQHL8FPcGizvbR6hsQoia8nemK-HOs&p=4&sk=&fvj=0,"Santa Clara Valley, CA","Graduate degree required in Business (with quantitative emphasis), Statistics, Data Mining, Machine Learning, Analytics, Econometrics, Mathematics, Operations...",Sr. Data Scientist for Product Marketing - Customer Analytics Engineering
657,http://www.indeed.com/cmp/Norwich-Pharma-Services,Norwich Pharma Services,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bc1Uk6hk32V41oqfeZq78_6tSs421HMn5AfGl_R7HVJYx5_mvEZHYSwV6R84cM01sHX14l_lkSrmDcdrSt6PQGgqYxi8BvCeTVPJXXjtJfF-8i0WPoNypjIpObRDai1qUHUev2qaSPh88U56RydkuSiwVsBgmyH0tcHey9B1tK8-WqcEuxkB45JJ_8uRUBBCGtPktpYg5HApc8cf0T2zYca_SnjOGJpn34AUwF3xHp_-KET2gAxc2E_L4TUrydAabJEB8w7cYN5VTSFRMwznNn7ZPhjnrCzwRNiXTCAt3uVszHtFupin7legutsh9FA3QhqUUeYJjj1YLXUzegTgHzmtDVudqveLrVGtKmi7I5itRkeVJebjuLUPHAMGRRcqKuigltl-O7VOIpkUQ8i7BqgDk2tjcFFGcGYYf6XHri2bxW13QqF5Z9MH927eGUQqZiztt7FOyL1Ae8kyCHCtnbilXKT2SwkOQ-Xnl2YoNv44xuBLMsmJNr&p=5&sk=&fvj=0,"Norwich, NY","Responsible for technical and scientific integrity of work performed by personnel. Strong organizational skills, ability to manage and complete assigned....",Sr Research Associate
658,,xometry,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CD0OELDEqnL1IQCqVn7JgUoxXlX_sWZXJ9O4WRWF7QAoM98PEH3ZJjA_WW0BamLBAM1zBjSphw4wS8yZn8FeByfwrjaqRE1p03_y-n2hTd1cR7d8JCY89AwLjLYNasrvIUbF3jJ-ua3Hg4tvrwPdEEHJ__OJGys8AW210Z3jtdppEBqwandyyXFghNU5a-SnwF8J9PhsIGDUpGD9AuuIhICn9Cpjt0DnJos6-4iArduH_URN0ijuNilrNV49oe9HbqghPGEiUPKlhcKSYHMe10vgVbOM9g-w98btf0_9tyCfTzlVGe3C9LVTRiszp8sPqPuru2X8U_K3YjXZQneWP74EO4-EQ_WE-vtm8anOj9QFHs4OfqZ3nCktFF-bgeOxpVzpfD7l2zSIQ0HHhUUmPsceOz4sAJ384=&p=1&sk=&fvj=0,"Durham, NC","Xometry is seeking a data scientist to build the proprietary software that powers our analysis engine. Knowledge of machine learning, optimization, and fitting...",Data Scientist
659,http://www.indeed.com/cmp/Walmart-Ecommerce,Walmart eCommerce,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ASqHCEO9GpEUGjkXl8JxXxJB8G4bxm4-V1wqiPq6GTVg0dexUg4LUC1Xvy-Hj3JfvgW6Kn5vqROfEP7DBmdabnwGqVZXSr7gqBOaZltwR5TlPJtKzwqE1-IO0CXhoGzDGP3SoNTUll1xhn7NJxNuAuHR991Trpb_yjf8C3hfXCNP0C7UQhHmsJcb27xagV3Y2xTFN4SdLRbq-qwGGVbk-qxAZhsjaGh9lqeIFVFXZHO5ADb-_CNGI3fFvlvAIBaf0BirJAdGrxgx73vVTVRZDSSa5OWyNwI-7hEzrv8CfiV3kQL89gwYoodieohv5nOtCJSUmOVukvAqeaWncO-eUQvmaRzXMfp0vkEmZs360341xrizhLHg6STjIAQ2zJbcbB5JSOkZ6QkkGUk3myfzfa&p=2&sk=&fvj=0,"San Bruno, CA 94066","We employ big data at scale -- from machine learning, data mining and optimization algorithms, to modeling and analyzing massive flows of data from online,...",Data Scientist
660,,"Syntelli Solutions, Inc",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dqrr-Rjg2XLksGNbp1zr5zrpCZUmaYUPA5zQ_vrCj_X6a_99tNJpNpXW6b2-NnzR-s72LGlIrkkvWFRwr2frmiwkGfTVc8Qgg6uKo4D4z8Hcb6niEHqdp_J0Q9g6aYSoYTmug_FVffV-BytzsyRywasz6cQipxTJdw2IMkrXy4HaUuuHW_48yWJeLwvvs43rG4nCpxGtGnuvbH757j0ldGq76B3_qfkbQMAEkcgYTna0RO6i66nx7YOfgYIe3b3S9sq69NWX5CwCVOF3nZJ-40pEgRG1jrqOCeI0ORDJEMo9RBckFWJY654UvAb99v_9SRJFiVUKZ_n3d2CGhcIMYoK1u_2-CR9Surp_qHDUt5Y6u6nP63TEFzMIyqkEcIL7vJjxenBcv98lwAf8PRezXCpf7dj6ZyC6_oPKH6rX1NQg==&p=3&sk=&fvj=1,"Charlotte, NC 28277",Senior/Lead Data Scientist:. 2+ years as Senior/Lead Data Scientist. Lead role in our very fast growing Data Science team from marketing analytics perspective....,Data Scientist
661,http://www.indeed.com/cmp/Coupang,Coupang,http://www.indeed.com/rc/clk?jk=3d507352504c4f82&fccid=56e12959d04ef145,"Seattle, WA","We enable this via our innovative mobile application, optimized delivery network, as well as leveraging a highly scalable platform and best in class data...",Sr. Technical Recruiter
662,http://www.indeed.com/cmp/Weill-Medical-College-of-Cornell-University,Weill Cornell Medical College,http://www.indeed.com/rc/clk?jk=fc92a9b2960bd7b4&fccid=7b846a98e5da569b,"New York, NY","The doctors and scientists of Weill Cornell Medicine—faculty from Weill Cornell Medical College, Weill Cornell Graduate School of Medical Sciences, and Weill...",Senior Medical Secretary
663,http://www.indeed.com/cmp/Bloomberg,Bloomberg,http://www.indeed.com/rc/clk?jk=2963d92e55ab3349&fccid=f770da67b3b51c62,"Princeton, NJ","Join our team on the Princeton, NJ campus and together we’ll build Web products that will be used by the world's biggest financial firms and data scientists....",Senior Web Developer - Data Technologies
664,http://www.indeed.com/cmp/Cox-Media-Group,Cox Media Group,http://www.indeed.com/rc/clk?jk=77b1d0a170c01ced&fccid=0b17f7cabd6aa1dc,"New York, NY","Gamut’s data and business intelligence tools are refined and supported by a team of data scientists, data analyst, and research/ insights professionals who...",Business Development Director
665,http://www.indeed.com/cmp/Brigham-&-Women's-Hospital(bwh),Brigham & Women's Hospital(BWH),http://www.indeed.com/rc/clk?jk=c85a4c9202561b8c&fccid=0143220f50b55d4c,"Boston, MA",The Metabolic and Bariatric Surgery Clinical Reviewer (MBSCR) will provide the main support as the Surgical Clinical Reviewer for the Brigham and Women’s...,BARIATRIC DATABASE ANALYST (Research Data Assistant) / 40 HOURS / DAY / BWH GENERAL SURGICAL SPECIALTIES
666,http://www.indeed.com/cmp/Cdk-Global,CDK Global,http://www.indeed.com/rc/clk?jk=bc1a1b39ef12f61b&fccid=cf4c744760f4998e,"Seattle, WA","From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....","Director, Product Marketing (Digital)"
667,"http://www.indeed.com/cmp/North-Wind,-Inc.",North Wind Site Services,http://www.indeed.com/rc/clk?jk=c2c5e067dad9e0f6&fccid=b2736b7516068a6d,"Fairbanks, AK","Collaborate with environmental scientists, engineers, and other specialists, to address problems. Participate in the preparation of plans and reports under the...",Environmental Technician
668,http://www.indeed.com/cmp/Hdr,HDR,http://www.indeed.com/rc/clk?jk=0bf996c763dd1228&fccid=c3725c584175877c,"Omaha, NE","We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",Fire & Life Safety Designer
669,http://www.indeed.com/cmp/Earthwatch-Institute,Earthwatch Institute,http://www.indeed.com/company/Earthwatch-Institute/jobs/Expedition-Advisor-8ae80925c10ef95e?fccid=3751f67fb0b54f16,"Allston, MA 02134 (Allston-Brighton area)","We connect people from all walks of life with world-class scientists to work for the good of the planet. In doing so, we support real, objective scientific...",Expedition Advisor
